,Row.names,baseMean_all_samples,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,gene_biotype,percentage_gene_gc_content,entrezgene_id,baseMean_selected_samples
1186,ENSMUSG00000009406,734.619298080328,0.416119921659169,0.237840598860463,0.0718796032529648,0.158356191948025,Elk1,protein_coding,44.14,13712,624.638521584143
1187,ENSMUSG00000009418,1905.65062003382,-1.83490558341092,0.335139684244782,9.46216612209328e-09,1.11977073889605e-07,Nav1,protein_coding,48.26,215690,1582.89307320206
1188,ENSMUSG00000009470,10929.4500009747,-0.516327105381574,0.133097658883965,8.95222091370994e-05,0.000510359739644132,Tnpo1,protein_coding,41.51,238799,11199.1565180966
1189,ENSMUSG00000009471,4.59596187848834,0.194134097675218,1.03453798711656,0.535714697197782,0.685521225448225,Myod1,protein_coding,58.15,17927,0.451498501468375
1190,ENSMUSG00000009487,7.33630529674256,-0.484504960948691,1.01448440464172,0.290060253858643,0.450381910376363,Otog,protein_coding,50.69,18419,10.5247890536124
1191,ENSMUSG00000009535,1606.77088818572,-0.13112265406383,0.170498936726097,0.433919026037259,0.594552045944646,Rnmt,protein_coding,41.34,67897,1453.03467550801
1192,ENSMUSG00000009545,45.8937891403418,-0.905483334718025,0.615556253481548,0.0713194747686478,0.157542803309727,Kcnq1,protein_coding,46.61,16535,46.6567580943587
1193,ENSMUSG00000009549,1381.69203300526,0.291701831408694,0.283740387863042,0.283710388334607,0.443258365076655,Srp14,protein_coding,49.69,20813,1202.43163954424
1194,ENSMUSG00000009551,1.3947814208566,-0.12984728455448,1.0130752386012,0.577558993653957,NA,6330409D20Rik,protein_coding,50.07,70730,0.77426851496117
1195,ENSMUSG00000009555,2817.96881162124,-0.281095298254853,0.200520573369247,0.152268572282962,0.282973730461406,Cdk9,protein_coding,53.54,107951,2539.25922156013
1196,ENSMUSG00000009563,729.570070020848,-0.028273092960079,0.532160764485958,0.953234169179565,0.976026133856345,Tor2a,protein_coding,54.62,30933,685.775796226906
1197,ENSMUSG00000009566,669.380313450758,-1.71776763492444,0.404705471363254,5.31813277755723e-06,3.96309578979923e-05,Fpgs,protein_coding,52.05,14287,478.164542102887
1198,ENSMUSG00000009569,3885.05967493614,0.271375119804136,0.160645856652679,0.0878685369151454,0.18544541418401,Mrtfb,protein_coding,42.96,239719,3499.32617618031
1199,ENSMUSG00000009575,14925.1937123504,-0.611392841496864,0.14974330996209,3.56529084289363e-05,0.00022186977215628,Cbx5,protein_coding,41.23,12419,14244.5260270213
1200,ENSMUSG00000009580,1.38388387064036,0.281458539259327,1.04446193408899,0.328879506599333,NA,Odam,protein_coding,37.22,69592,2.49099096715264
1201,ENSMUSG00000009585,525.163719081889,-1.15557970326962,0.279561231476467,1.6578549286767e-05,0.000111374464270897,Apobec3,protein_coding,49.51,80287,684.143725113816
1202,ENSMUSG00000009588,2.14252385594952,0.0345221407805423,0.983793077149598,0.95804645337018,NA,St6galnac1,protein_coding,48.11,20445,3.85654294070914
1203,ENSMUSG00000009596,0.606611802553319,-0.0261807674231451,0.987262095471599,0.87161433986237,NA,Taf7l,protein_coding,40.19,74469,1.09190124459598
1204,ENSMUSG00000009614,23.8414800037971,-0.0996881710938231,0.862640209884594,0.820089249526819,0.894828362217756,Sardh,protein_coding,51.51,192166,32.2715799617491
1205,ENSMUSG00000009621,2005.5346017678,-1.32729940996574,0.501836266425744,0.00275235560953266,0.0107104556622854,Vav2,protein_coding,51.41,22325,1427.25312498224
1206,ENSMUSG00000009628,343.524728876167,-0.260189507754905,0.444288201255629,0.514611766282965,0.666342807421033,Tex15,protein_coding,38.33,104271,237.480741528099
1207,ENSMUSG00000009630,1693.88938409137,-0.0765249681314683,0.175991452447779,0.65587793182439,0.782464284847057,Ppp2cb,protein_coding,45.04,19053,1776.63658644079
1208,ENSMUSG00000009633,39.1917287415974,0.896657224128559,0.823084302612084,0.121177026950695,0.237632605473022,G0s2,protein_coding,57.24,14373,40.2129119767522
1209,ENSMUSG00000009640,757.386556164733,-0.318507118172757,0.248316802159609,0.182834910605677,0.323661030945294,Dmap1,protein_coding,50.88,66233,719.043598508478
1210,ENSMUSG00000009646,0.177117708053854,0.189866446620439,1.03437369662335,0.66217401097589,NA,Pla2g12b,protein_coding,45.78,69836,0.318811874496938
1211,ENSMUSG00000009647,600.455978820132,-0.215982614344324,0.156703468067727,0.162358578479278,0.29638850640601,Mcu,protein_coding,43.63,215999,540.281499406068
1212,ENSMUSG00000009654,16.228641019515,-1.04167950994681,1.78031955289836,0.0300097640740471,0.0791236820818302,Oit3,protein_coding,45.46,18302,16.9448928516072
1213,ENSMUSG00000009670,1.72000427287743,0.0322151708813653,0.983918233356337,0.962028760663936,NA,Tex11,protein_coding,38,83558,3.09600769117938
1214,ENSMUSG00000009681,3671.0474451744,-0.0367453886993003,0.195600176195752,0.854037503462688,0.914836621571551,Bcr,protein_coding,48.93,110279,3679.61376338021
1215,ENSMUSG00000009687,95.6866553382798,1.71389179692179,0.992616380672714,0.0138977037874171,0.0424096355053288,Fxyd5,protein_coding,51.78,18301,147.125887881799
1216,ENSMUSG00000009731,114.106065467454,0.138297295779068,0.428695927274829,0.721713283073762,0.830497962412214,Kcnd1,protein_coding,47.78,16506,53.3408662886084
1217,ENSMUSG00000009733,1943.05087202802,0.393054209824336,0.191292020374177,0.0337264987204846,0.0870535109950943,Tfcp2,protein_coding,45.12,21422,1490.2422335782
1218,ENSMUSG00000009734,0.438615969156548,0.215365897194954,1.0458452194776,0.45119910313786,NA,Pou6f2,protein_coding,40.6,218030,0.789508744481787
1219,ENSMUSG00000009739,426.770012320552,0.240282832049356,0.267221481723514,0.352046122926849,0.515554104308493,Pou6f1,protein_coding,51.02,19009,392.925425548381
1220,ENSMUSG00000009741,3004.93161927987,-0.245746256934069,0.151422535768414,0.100148203466099,0.205565602343634,Ubp1,protein_coding,43.42,22221,2793.57312920713
1221,ENSMUSG00000009772,219.582430418431,0.478900429878482,0.400268773911641,0.192978312706486,0.336210826424033,Nuak2,protein_coding,50.05,74137,262.245245997819
1222,ENSMUSG00000009828,1573.86899748778,0.0437318593335734,0.162126687178437,0.777600773775398,0.867487013710176,Cilk1,protein_coding,44.96,56542,1386.3147767422
1223,ENSMUSG00000009863,2307.32101461491,-0.546034699133854,0.224140901786822,0.0121799366795557,0.03793021376921,Sdhb,protein_coding,51.24,67680,2533.67999223019
1224,ENSMUSG00000009876,185.265415061805,1.52639351992984,0.366990880528948,9.90274601341225e-06,6.95458295541469e-05,Cox4i2,protein_coding,50.11,84682,195.618312782447
1225,ENSMUSG00000009894,1701.85782097342,0.191227675159946,0.19672876650171,0.317797821558253,0.479652221122569,Snap47,protein_coding,47.4,67826,1397.8944495635
1226,ENSMUSG00000009900,17.7545543177576,3.7176732845401,2.37790199725228,0.00302853115210324,0.0116619348880864,Wnt3a,protein_coding,49.97,22416,29.4074915860739
1227,ENSMUSG00000009905,1551.89660547018,0.767729540640097,0.346904558000673,0.0175426153063242,0.0512908412592338,Kdsr,protein_coding,44.87,70750,1764.21460771708
1228,ENSMUSG00000009907,3142.23935861242,0.233731491751525,0.202452711187773,0.242586043938865,0.39787595629919,Vps4b,protein_coding,39.62,20479,3177.05357903681
1229,ENSMUSG00000009927,12572.8616685813,-0.0461521901506811,0.228893534136068,0.831199011409771,0.901501861002446,Rps25,protein_coding,48.01,75617,15252.1374409977
1230,ENSMUSG00000009941,2.76110618507237,0.033957954428698,0.954773649457243,0.936302976778157,NA,Nxf2,protein_coding,41.98,83454,4.37036990236943
1231,ENSMUSG00000009995,789.667047965541,0.018233939353438,0.246826525768861,0.947380867545207,0.97259034398133,Taz,protein_coding,47.46,66826,641.246502162239
1232,ENSMUSG00000010021,7.33957011926644,0.192516554605968,0.957286656330503,0.660886755934553,0.785750995346127,Kif19a,protein_coding,53.4,286942,13.2112262146796
1233,ENSMUSG00000010025,823.902645909095,-0.785188497125997,0.278401566441488,0.00323626286042774,0.012335632167381,Aldh3a2,protein_coding,46.51,11671,854.71709527717
1234,ENSMUSG00000010044,9.7903409628257,0.876670143044393,1.12821547547156,0.129342249116302,0.250389841802732,Zmynd10,protein_coding,56.34,114602,9.30584479021718
1235,ENSMUSG00000010045,910.854984903143,-0.504073825102666,0.182534100225004,0.00478940937728803,0.0172351347026347,Tmem115,protein_coding,55.06,56395,991.79568967691
1236,ENSMUSG00000010047,2252.28736909529,-0.94192520278667,0.119204449904104,1.70083441082479e-15,4.61934584674449e-14,Hyal2,protein_coding,55.45,15587,2493.83194775945
1237,ENSMUSG00000010048,960.104085079673,-2.29120564194224,0.226683614385579,8.64760015591637e-25,4.79629244792301e-23,Ifrd2,protein_coding,55.36,15983,1327.9136821691
1238,ENSMUSG00000010051,783.771771915903,0.690825322453734,0.259302407954893,0.00569683221388604,0.0199054019708724,Hyal1,protein_coding,52.86,15586,698.146420535276
1239,ENSMUSG00000010054,451.11932715954,-0.348526798511754,0.261666184733063,0.166208712658871,0.301652595594368,Tusc2,protein_coding,53.36,80385,468.935816810538
1240,ENSMUSG00000010057,400.016195430176,-0.145757369812078,0.199921013086111,0.455878647866277,0.614445134080635,Nprl2,protein_coding,55.13,56032,394.40976372176
1241,ENSMUSG00000010064,187.596089345287,-0.084125000239241,0.368057734047941,0.808982935994052,0.887812848405416,Slc38a3,protein_coding,53.75,76257,232.781086442796
1242,ENSMUSG00000010066,35.8593814434265,0.805982180349779,0.647954134118166,0.115188236983072,0.228376359090236,Cacna2d2,protein_coding,52.37,56808,32.6135825948801
1243,ENSMUSG00000010067,991.176016407274,-0.709387287902026,0.166027082641607,1.42804843372422e-05,9.72488308380094e-05,Rassf1,protein_coding,49.97,56289,1255.76032594684
1244,ENSMUSG00000010080,480.978420486241,1.49435195476034,0.435270230273292,0.000183772440398799,0.00097655788351215,Epn3,protein_coding,55.1,71889,535.835558048466
1245,ENSMUSG00000010086,80.0850652461879,2.99715014553572,2.5760237726652,0.0139773901765409,0.0426266417209049,Rnf112,protein_coding,56.26,22671,1.08192935901313
1246,ENSMUSG00000010095,6877.86345790488,-0.00344629046219753,0.238549286102898,0.96454179370606,0.983393643170555,Slc3a2,protein_coding,46.65,17254,6716.11119959605
1247,ENSMUSG00000010097,4670.30930469254,-0.32795040422492,0.181695082279046,0.0661824263038175,0.148357077167769,Nxf1,protein_coding,45.87,53319,3842.47328335521
1248,ENSMUSG00000010110,1829.05100332413,0.422400316511929,0.158930136298462,0.00729739386114325,0.0245611790457123,Stx5a,protein_coding,44.25,56389,1624.31693573056
1249,ENSMUSG00000010122,10.2904508585096,-0.213294451637278,0.916877891187935,0.613588417394362,0.748670746893445,Slc47a1,protein_coding,46.94,67473,13.8934226259016
1250,ENSMUSG00000010136,0.185554969480238,-0.168291724993489,1.03142588939039,0.655632358934763,NA,Pifo,protein_coding,39.91,100503311,0.333998945064429
1251,ENSMUSG00000010142,11.7998977736088,-0.0992887954629926,0.87706894555936,0.829049396020639,0.900121806462057,Tnfrsf13b,protein_coding,46.34,57916,2.41819278899858
1252,ENSMUSG00000010154,86.6253798897821,-0.568514202078163,0.397313161192343,0.119881518303343,0.2357934499079,Spire2,protein_coding,50,234857,91.3491426994783
1253,ENSMUSG00000010175,2516.59106002879,2.74257268466723,0.242346579027488,1.20895717871644e-30,9.39313818096391e-29,Prox1,protein_coding,45.14,19130,440.55731402014
1254,ENSMUSG00000010205,3978.26039843492,-0.846617599624341,0.254851245301085,0.000583750765548422,0.00274985587025036,Raver1,protein_coding,50,71766,4724.93480219437
1255,ENSMUSG00000010277,7446.83573838067,-0.411713647226472,0.185040070944115,0.024888461202706,0.0679057822768749,2610507B11Rik,protein_coding,44.67,72503,7433.82053277761
1256,ENSMUSG00000010290,979.689568780257,0.12285348212436,0.212795367317431,0.575582784233705,0.718707627916149,AI597479,protein_coding,42.18,98404,951.372003927988
1257,ENSMUSG00000010307,178.438645001139,1.69018864188927,0.342229902534821,2.09919982036741e-07,1.99250853052812e-06,Tmem86a,protein_coding,56.16,67893,194.30365748693
1258,ENSMUSG00000010311,17.9915064089747,-1.22975121112627,1.13351204214902,0.0593729589171321,0.136055080960952,Optc,protein_coding,50.09,269120,23.7959481823356
1259,ENSMUSG00000010342,14.7723548894079,0.318869196687237,0.864830051218032,0.526201254958765,0.676969881143765,Tex14,protein_coding,43.43,83560,17.8038978585268
1260,ENSMUSG00000010358,67.0823103687004,0.830867884339778,0.36808016161815,0.0152855899300094,0.0457226856678352,Ifi35,protein_coding,47.92,70110,95.5261735265611
1261,ENSMUSG00000010362,355.80864057559,-0.0285159551970081,0.246996612659446,0.902240912912009,0.945419915231419,Rdm1,protein_coding,48.3,66599,373.386608193944
1262,ENSMUSG00000010376,2871.09171004364,-0.0802778140475085,0.148955330637693,0.583482402348024,0.72454009722087,Nedd8,protein_coding,43.74,18002,3111.20764587223
1263,ENSMUSG00000010392,1438.27469941778,0.32176857630279,0.322994540034076,0.284648728820998,0.444411959545918,Gosr1,protein_coding,43.54,53334,1620.53377418766
1264,ENSMUSG00000010406,1441.71930934478,1.98842025341084,0.492355190231896,1.051394305763e-05,7.34334808862936e-05,Mrpl52,protein_coding,48.17,68836,2179.11135490851
1265,ENSMUSG00000010453,2631.67635244243,-0.305032737388549,0.403562290192685,0.416222184726419,0.578712433441499,Kansl3,protein_coding,45.65,226976,2006.87938916742
1266,ENSMUSG00000010461,21.6343520141558,0.714554943189961,0.807564071917893,0.201225378861258,0.346879247926531,Eya4,protein_coding,39.26,14051,21.0689158355322
1267,ENSMUSG00000010476,28.1384677321633,0.944754756822671,0.926460978618287,0.115370900325262,0.228655662317228,Ebf3,protein_coding,47.54,13593,42.2000623254435
1268,ENSMUSG00000010505,7.75324234402927,-0.263697145283335,1.0715496749131,0.0424089279693305,0.104484613276325,Myt1,protein_coding,43.92,17932,13.9432296617178
1269,ENSMUSG00000010517,2848.56353778609,0.121611080957754,0.573332146820952,NA,NA,Faf1,protein_coding,37,14084,1745.68146804942
1270,ENSMUSG00000010529,134.867167507291,-2.41825117620778,0.610036692230291,9.43807183544793e-06,6.66334498331941e-05,Gm266,protein_coding,57.53,212539,212.642835420842
1271,ENSMUSG00000010538,51.6288867689442,0.111403079668011,0.480447120638716,0.795268328796668,0.877889275610686,Tsacc,protein_coding,46.49,76927,48.7200598347649
1272,ENSMUSG00000010554,2387.59266511836,-0.481798816711082,0.2173230842995,0.0228809835746165,0.0634056330388244,Mettl16,protein_coding,42.72,67493,2583.2030247704
1273,ENSMUSG00000010592,2.25351809392154,0.221474119119117,1.04835656708486,0.313905749559649,NA,Dazl,protein_coding,34.69,13164,1.22841287796847
1274,ENSMUSG00000010601,0.676116654475908,0.144139573412291,1.01032798140836,0.515717528446247,NA,Apol7a,protein_coding,48.11,75761,1.21700997805664
1275,ENSMUSG00000010607,481.838021999865,0.0285398328339219,0.245871152538106,0.907055035326914,0.948144381273263,Pigyl,protein_coding,57.37,66268,590.935576931484
1276,ENSMUSG00000010608,12088.3961649514,-0.254994949326249,0.218055343772368,0.21938255627438,0.370004615427407,Rbm25,protein_coding,37.84,67039,10267.4677781283
1277,ENSMUSG00000010609,178.339263129024,0.00325566138404317,0.338223769772174,0.993833438063449,0.9976043784691,Psen2,protein_coding,50.17,19165,165.384218188066
1278,ENSMUSG00000010651,78.5282588700223,-0.0797856459911326,0.529232090589103,0.858948666644131,0.917440878630222,Acaa1b,protein_coding,55.76,235674,43.0256908983476
1279,ENSMUSG00000010660,599.05097645466,3.790895789827,0.243919237262315,1.49832959043034e-55,6.27050933595098e-53,Plcd1,protein_coding,52.78,18799,855.572353597314
1280,ENSMUSG00000010663,2929.06293770121,-0.21478465504175,0.179922318196078,0.222972733194709,0.374217959324497,Fads1,protein_coding,51.42,76267,3008.28418461748
1281,ENSMUSG00000010721,556.451722135752,0.00354834369468006,0.300908580441459,0.991737692810657,0.997534160453129,Lmbr1,protein_coding,40.53,56873,530.69096379188
1282,ENSMUSG00000010751,1036.33814129006,-0.119348279215466,0.381518580530856,0.737314951426389,0.840623956136805,Tnfrsf22,protein_coding,45.47,79202,774.613607735595
1283,ENSMUSG00000010755,1325.77777928518,-0.00255115717223565,0.344618233669078,0.994494135982484,0.9976043784691,Cars,protein_coding,49.82,27267,1370.78963272666
1284,ENSMUSG00000010760,44.8251685131268,-0.106120859504747,0.39881004879009,0.771388210065156,0.863328420357368,Phlda2,protein_coding,58.72,22113,40.4174288812515
1285,ENSMUSG00000010797,0.701972317206285,-0.124317047631448,1.01104681811518,0.587871870538495,NA,Wnt2,protein_coding,42.07,22413,0.752862511388749
1286,ENSMUSG00000010803,123.161155161665,-0.754302778266592,0.487129842957154,0.0756909994969252,0.164924158648252,Gabra1,protein_coding,35.78,14394,35.8723428478396
1287,ENSMUSG00000010825,11.9492986565429,1.11711045600841,1.31609716166342,0.0736477565750761,0.161407973050875,Grid2ip,protein_coding,52.39,170935,17.8867760981326
1288,ENSMUSG00000010830,214.965908582313,-0.524117137469325,0.409207386173846,0.160209800799789,0.293893531771998,Kdelr3,protein_coding,49.36,105785,276.374861301337
1289,ENSMUSG00000010841,0.177117708053854,0.18986644662044,1.03437369662335,0.66217401097589,NA,Cfap97d1,protein_coding,48.5,75437,0.318811874496938
1290,ENSMUSG00000010911,355.760567519041,-0.420351791148469,0.363651847631619,0.214207830122076,0.363641834965236,Apip,protein_coding,42.42,56369,287.32980297604
1291,ENSMUSG00000010914,608.376022651273,-0.609729435802291,0.268705993265402,0.0181696511966335,0.0527140313746352,Pdhx,protein_coding,40.15,27402,672.187810030111
1292,ENSMUSG00000010936,1156.49768238477,-0.373192445007575,0.217607650482516,0.0778015544039024,0.168684542893378,Vac14,protein_coding,49.79,234729,1194.16805494123
1293,ENSMUSG00000011008,10.9017026954482,-3.33066816517554,1.85419567667092,0.00252500867318279,0.00993918548695766,Mcoln2,protein_coding,46.55,68279,18.3571562216375
1294,ENSMUSG00000011034,50.3636543625186,2.18212865456801,1.00852845429596,0.00374051060910319,0.0139683152212586,Slc5a1,protein_coding,43.64,20537,89.1225148737858
1295,ENSMUSG00000011096,2613.93264028393,-0.498498167740794,0.289639042603608,0.0723730579971524,0.159296855123065,Akt1s1,protein_coding,57.05,67605,2965.13015961005
1296,ENSMUSG00000011114,1536.61506582709,0.0747350244035982,0.182578623383653,0.681207514413866,0.80126190804324,Tbrg1,protein_coding,44.22,21376,1401.45746659297
1297,ENSMUSG00000011118,6.58522014214971,7.40686865693533,3.72678253272159,0.00100653534031962,0.00446933729362081,Panx3,protein_coding,44.47,208098,11.8533962558695
1298,ENSMUSG00000011148,87.9378364681386,-0.694318406208743,0.70024242487717,0.188024684472651,0.330267425388882,Adssl1,protein_coding,53.71,11565,140.595793250825
1299,ENSMUSG00000011154,1.07811839245208,-0.0168070592949462,1.01705102449814,0.995100418711501,NA,Cfap161,protein_coding,42.81,75556,0
1300,ENSMUSG00000011158,1815.40046753705,0.139652811551177,0.173164122077265,0.414594944772325,0.577484970729016,Brf1,protein_coding,49.17,72308,1484.36040140741
1301,ENSMUSG00000011171,68.6955191583983,-0.638807528962886,0.700912239101777,0.223018783839852,0.374217959324497,Vipr2,protein_coding,44.18,22355,90.8177825967005
1302,ENSMUSG00000011179,9317.61445674634,0.0614882662532334,0.131401624936292,0.636473801808185,0.768022843151764,Odc1,protein_coding,47.42,18263,8842.43353840272
1303,ENSMUSG00000011254,553.821357600049,-0.320001377690473,0.334189054867533,0.308268537985115,0.470528585747505,Thg1l,protein_coding,44.65,66628,580.025002628789
1304,ENSMUSG00000011256,220.39708408359,-1.35867989536895,0.53052350540822,0.00338211712457061,0.0128065607098176,Adam19,protein_coding,46.39,11492,189.338508730421
1305,ENSMUSG00000011257,4015.45871894482,-1.18558442785677,0.144619748208615,1.18575148541017e-16,3.63301628158784e-15,Pabpc4,protein_coding,47.46,230721,4138.30333210224
1306,ENSMUSG00000011263,23.380359919061,0.100097348061749,0.560463333236032,0.833359654810883,0.902834893433406,Exoc3l2,protein_coding,51.38,74463,26.9554668743748
1307,ENSMUSG00000011267,44.2159716481635,0.57722697607326,0.690419334318019,0.274329293859046,0.432639569811619,Zfp296,protein_coding,55.88,63872,61.5316606913242
1308,ENSMUSG00000011305,20.571456573236,0.0654409049131111,0.711762992733877,0.899219588716445,0.943588298248908,Plin5,protein_coding,55.1,66968,11.1435139237393
1309,ENSMUSG00000011306,1343.85043101571,-0.089337136174628,0.153546859830733,0.552852530886688,0.700345796900624,Sugp1,protein_coding,47.09,70616,1355.75937808985
1310,ENSMUSG00000011349,3.31543087543446,0.0783671090016081,0.970474537207935,0.828270682798513,0.899703654616082,Dmrtc2,protein_coding,51.07,71241,0.307295636455208
1311,ENSMUSG00000011382,680.648719854713,-0.120220610097352,0.256530739728546,0.620848634490804,0.754856834302651,Dhdh,protein_coding,46.64,71755,455.452386095507
1312,ENSMUSG00000011427,705.843944736615,0.170397981902812,0.261021996119996,0.499688057363675,0.653962749701116,Zfp790,protein_coding,46.65,233056,570.901344642115
1313,ENSMUSG00000011463,0.177117708053854,0.189866446620441,1.03437369662335,0.66217401097589,NA,Cpb1,protein_coding,38.14,76703,0.318811874496938
1314,ENSMUSG00000011486,2.05599731040864,0.297292454803305,1.06228647278437,0.219203745563348,NA,Slc25a41,protein_coding,49.58,103775,2.08599669128401
1315,ENSMUSG00000011589,312.914998529025,-0.68532121645293,0.493626071454108,0.111037319418697,0.222147023009114,Fsd1,protein_coding,53.1,240121,88.3578655369048
1316,ENSMUSG00000011632,288.409969204872,7.56614624294816,0.622329830743307,3.66766061913164e-35,3.97272368474648e-33,Pinlyp,protein_coding,49.85,641361,518.94777937887
1317,ENSMUSG00000011658,426.064335246293,0.223116999682474,0.26509640846929,0.3837672432917,0.547042113173353,Fuz,protein_coding,56.49,70300,305.507680432323
1318,ENSMUSG00000011751,72.2116950172635,3.15625858466863,1.02271583023061,9.10603424428382e-05,0.000518326165608168,Sptbn4,protein_coding,49.27,80297,89.3186042028584
1319,ENSMUSG00000011752,12860.0445287763,-0.155350229689106,0.167848284873681,0.352638598507223,0.516175449357075,Pgam1,protein_coding,47.91,18648,15861.3615178096
1320,ENSMUSG00000011831,1755.87435454235,0.108775925996646,0.206922038004959,0.594554720073145,0.733454685872537,Evi5,protein_coding,40.12,14020,1787.5570049691
1321,ENSMUSG00000011832,953.689808398077,0.43279405378103,0.235671443819476,0.0589439388189165,0.135318998804579,Evi5l,protein_coding,48.54,213027,724.855663756918
1322,ENSMUSG00000011837,623.428063616468,-0.559908720089222,0.229309544439051,0.0119992460649294,0.0374628038623425,Snapc2,protein_coding,55.78,102209,620.238506631382
1323,ENSMUSG00000011877,2588.31426484391,-0.634393589790567,0.176049141101965,0.000245568164209068,0.00126451123482824,Git1,protein_coding,55.81,216963,2640.59720623683
1324,ENSMUSG00000011884,3880.72487931771,2.33983617638428,0.309525121844775,6.97539469798778e-15,1.79643241914332e-13,Gltp,protein_coding,52.92,56356,5984.94489489285
1325,ENSMUSG00000011958,1920.511581537,0.268186968936428,0.147072232802011,0.0663030005893733,0.148546471937306,Bnip2,protein_coding,41.21,12175,1721.93949431621
1326,ENSMUSG00000011960,3027.22029383173,-0.0491493894132305,0.170827398517962,0.781995527834659,0.869912743886148,Ccnt1,protein_coding,42.91,12455,2724.15563959619
1327,ENSMUSG00000012017,235.066563052752,-0.558389728172661,0.463910488252873,0.17476217290598,0.313072346715704,Scarf2,protein_coding,58.05,224024,259.372918472383
1328,ENSMUSG00000012042,1.17873185469315,-0.0231084595014292,1.01623557463035,0.995101700000697,NA,4930579F01Rik,protein_coding,43.4,67741,0
1329,ENSMUSG00000012076,751.137549482137,0.381460977989151,0.297820905280598,0.17967385217025,0.319478014084877,Brms1l,protein_coding,42.17,52592,765.244351504294
1330,ENSMUSG00000012114,2489.2430577201,0.250441081231955,0.254937712851184,0.311571839422263,0.473607714307541,Med15,protein_coding,44.78,94112,2321.65557614746
1331,ENSMUSG00000012117,1178.6955007684,-0.606142928948862,0.164682131468309,0.000183952048929327,0.000976687356986331,Dhdds,protein_coding,46.25,67422,1205.06429862187
1332,ENSMUSG00000012123,635.278015351755,1.23365582836168,0.828831854867355,0.0412933027300008,0.102352251510329,Crybg2,protein_coding,51.73,230806,842.335427869574
1333,ENSMUSG00000012126,185.005361471505,-0.693132213636711,0.525980023932448,0.123261232181183,0.240667196414411,Ubxn11,protein_coding,53.35,67586,71.4633323812022
1334,ENSMUSG00000012187,1.37066609122268,0.11830056687032,0.996085440488243,0.682594164090217,NA,Mogat1,protein_coding,45.41,68393,2.21712825285913
1335,ENSMUSG00000012211,12.6412456312813,1.41969866895194,1.8838330769666,0.0347486828491329,0.0891173044545869,Tex22,protein_coding,48.51,75671,4.63639065641461
1336,ENSMUSG00000012282,7.49459014355199,5.04473698118725,3.06870947402396,0.00275526209991855,0.0107195005932601,Wnt8a,protein_coding,50.38,20890,3.56145325803193
1337,ENSMUSG00000012296,1113.87928582613,0.25262653978647,0.52387967941157,0.572384189375294,0.716061192199686,Tjap1,protein_coding,52.05,74094,927.554665080205
1338,ENSMUSG00000012350,730.107044606425,0.093034975591669,0.345039132735841,0.783179396431879,0.870598575665356,Ehf,protein_coding,44.33,13661,1297.06962413985
1339,ENSMUSG00000012396,62.1418816950035,-0.0870667378083219,0.409821240955007,0.815342886774189,0.891393730199514,Nanog,protein_coding,44.27,71950,43.1302567163762
1340,ENSMUSG00000012405,20158.311047431,-0.0943857881038849,0.300429409011291,0.743047315053592,0.84480570877975,Rpl15,protein_coding,47.69,66480,25168.9289740126
1341,ENSMUSG00000012422,2916.76899772671,-0.597376932058063,0.180886010907239,0.000768164076128976,0.00351777500567992,Tmem167,protein_coding,38.19,66074,2916.81706253123
1342,ENSMUSG00000012428,52.5803876787975,1.59469878605722,0.578547425954496,0.00151343451255575,0.00638450930451353,Steap4,protein_coding,40.35,117167,66.6998955340021
1343,ENSMUSG00000012429,976.950237531287,0.0223967470198245,0.187514237026133,0.906544043835689,0.947848395396346,Mplkip,protein_coding,40.27,66308,999.026072934412
1344,ENSMUSG00000012443,3378.2515836415,-0.773046858774426,0.203073407481092,9.44076583507158e-05,0.000536384640811503,Kif11,protein_coding,40.53,16551,4664.19619425381
1345,ENSMUSG00000012483,442.68027698478,-0.239183722218421,0.378273725305835,0.49500897556108,0.65014944907145,Rpa3,protein_coding,37.25,68240,402.920490214455
1346,ENSMUSG00000012519,5.48253847742758,0.372921294071623,0.962087917012026,0.442375502835002,0.602240315629435,Mlkl,protein_coding,44.72,74568,9.86856925936965
1347,ENSMUSG00000012520,0.933569105068917,0.232751302285379,1.05433622710672,0.297013928518904,NA,Phox2b,protein_coding,49.56,18935,1.68042438912405
1348,ENSMUSG00000012535,4921.45582637462,0.119597302954292,0.274096290102954,0.653488056559877,0.780877941174145,Tnpo3,protein_coding,39.9,320938,5720.91858301041
1349,ENSMUSG00000012609,909.624824144619,-0.0220599623625153,0.268697852902973,0.930095107418514,0.961974485039192,Ttll5,protein_coding,43.81,320244,775.991633745431
1350,ENSMUSG00000012640,893.030227391621,0.862503141524848,0.317133912827828,0.00404496326540114,0.014935623334489,Zfp715,protein_coding,41.91,69930,916.527408970579
1351,ENSMUSG00000012705,3.51861031002923,0.295423231555968,0.952994636827153,0.498345173412666,0.653087184059556,Retn,protein_coding,48.4,57264,4.91041203901222
1352,ENSMUSG00000012777,31.1553987374898,0.635521555019021,0.984647757155509,0.236662661332933,0.390563384637446,Acp4,protein_coding,55.11,100503991,28.2788510352905
1353,ENSMUSG00000012819,53.9737056915789,2.45226830220336,1.15811281522069,0.0022596297789371,0.00903753752157857,Cdh23,protein_coding,50.79,22295,92.2150123779678
1354,ENSMUSG00000012848,20153.0970195771,-0.27630978097331,0.263030814270783,0.262913740943364,0.420543226696587,Rps5,protein_coding,47.71,20103,20094.3016159239
