"Ensembl_gene_ID","baseMean_all_samples","log2FoldChange","lfcSE","pvalue","padj","external_gene_name","gene_biotype","percentage_gene_gc_content","entrezgene_id","baseMean_selected_samples"
"ENSMUSG00000011158",1815.40046753705,-0.800085684993536,0.184563755826984,1.01508632639912e-05,6.42550691451128e-05,"Brf1","protein_coding",49.17,72308,1951.29629138878
"ENSMUSG00000011171",68.6955191583983,0.765691129991118,0.761932829163159,0.163523448472182,0.269988563117052,"Vipr2","protein_coding",44.18,22355,86.5035902583889
"ENSMUSG00000011179",9317.61445674634,-0.30760315438177,0.139329734695657,0.0257027988726463,0.0613787236987303,"Odc1","protein_coding",47.42,18263,9700.05682175982
"ENSMUSG00000011254",553.821357600049,0.196876363257341,0.350616589969406,0.54857214044677,0.676041185529837,"Thg1l","protein_coding",44.65,66628,604.537992448861
"ENSMUSG00000011256",220.39708408359,1.0571159710444,0.550191293932654,0.0245325510663282,0.0590976446016965,"Adam19","protein_coding",46.39,11492,200.023643711032
"ENSMUSG00000011257",4015.45871894482,0.731767988802971,0.152612107526097,1.34100947799256e-06,1.01535150196361e-05,"Pabpc4","protein_coding",47.46,230721,4607.31463024259
"ENSMUSG00000011263",23.380359919061,0.264562175348631,0.596827508442454,0.585220325732592,0.707288466660538,"Exoc3l2","protein_coding",51.38,74463,22.7875325962649
"ENSMUSG00000011267",44.2159716481635,0.512331485916828,0.71712724888721,0.331099263900769,0.464098488655612,"Zfp296","protein_coding",55.88,63872,33.5145666422898
"ENSMUSG00000011305",20.571456573236,-1.50140860617006,1.04462870783929,0.0299961571316905,0.0695086422364404,"Plin5","protein_coding",55.1,66968,30.5967870497568
"ENSMUSG00000011306",1343.85043101571,0.0871562291138644,0.162495213403861,0.588381419727034,0.71020144763563,"Sugp1","protein_coding",47.09,70616,1357.17271626748
"ENSMUSG00000011349",3.31543087543446,-0.496364562461504,1.18709589444587,0.0613056777434883,0.125389620123136,"Dmrtc2","protein_coding",51.07,71241,5.15863932233746
"ENSMUSG00000011382",680.648719854713,-0.832748152858639,0.275405376677113,0.0016476610724014,0.00587757283750471,"Dhdh","protein_coding",46.64,71755,676.219053634304
"ENSMUSG00000011427",705.843944736615,-0.875999382690429,0.28114249868802,0.0011755221566159,0.00438356925717401,"Zfp790","protein_coding",46.65,233056,775.572474618111
"ENSMUSG00000011463",0.177117708053854,-0.0154481397306447,1.01661739199066,0.982556878562398,NA,"Cpb1","protein_coding",38.14,76703,0
"ENSMUSG00000011486",2.05599731040864,-0.0889889598090753,0.98638755557728,0.822822743692472,NA,"Slc25a41","protein_coding",49.58,103775,0.340872832990159
"ENSMUSG00000011589",312.914998529025,-2.72091239978078,0.559043335309727,1.37058190413352e-07,1.2380514322631e-06,"Fsd1","protein_coding",53.1,240121,475.75570177001
"ENSMUSG00000011632",288.409969204872,3.4181336420384,1.38524249207808,0.000587794322708053,0.00239673265242384,"Pinlyp","protein_coding",49.85,641361,2.68489197496108
"ENSMUSG00000011658",426.064335246293,-1.22884551499952,0.287664730377448,8.4949692465061e-06,5.4713663415587e-05,"Fuz","protein_coding",56.49,70300,482.093770869651
"ENSMUSG00000011751",72.2116950172635,-1.68524192508157,1.00841205514628,0.0167865427915025,0.0429017902793515,"Sptbn4","protein_coding",49.27,80297,35.8444882617904
"ENSMUSG00000011752",12860.0445287763,1.10487101254759,0.179905186337524,4.01737615100504e-10,5.36057713366716e-09,"Pgam1","protein_coding",47.91,18648,12193.6181308437
"ENSMUSG00000011831",1755.87435454235,0.166555680895728,0.218818877059111,0.441390340519349,0.575447819850976,"Evi5","protein_coding",40.12,14020,1621.16761723652
"ENSMUSG00000011832",953.689808398077,-1.1637611591822,0.253388423603786,2.12257314374517e-06,1.54608630810615e-05,"Evi5l","protein_coding",48.54,213027,1012.31941123425
"ENSMUSG00000011837",623.428063616468,0.29105477980915,0.241014136093821,0.213790871633805,0.332692056981736,"Snapc2","protein_coding",55.78,102209,673.559026191965
"ENSMUSG00000011877",2588.31426484391,0.26377817170156,0.185353066772884,0.149497101696452,0.252507762854381,"Git1","protein_coding",55.81,216963,2949.95924375949
"ENSMUSG00000011884",3880.72487931771,0.755452093236454,0.321111147383524,0.0121305023674985,0.0325851306484488,"Gltp","protein_coding",52.92,56356,1494.29331879812
"ENSMUSG00000011958",1920.511581537,-0.348245762117386,0.155771238251718,0.0234829548785257,0.0569266891960468,"Bnip2","protein_coding",41.21,12175,1778.09195346788
"ENSMUSG00000011960",3027.22029383173,-0.433414022808223,0.181370525977247,0.0149835369775984,0.0389368966843773,"Ccnt1","protein_coding",42.91,12455,3272.28199619874
"ENSMUSG00000012017",235.066563052752,0.443672609883746,0.483130442776205,0.296577891121422,0.426955303503233,"Scarf2","protein_coding",58.05,224024,268.417035245627
"ENSMUSG00000012042",1.17873185469315,-0.129282862646896,1.01831788116063,0.884862321248147,NA,"4930579F01Rik","protein_coding",43.4,67741,0.114769925651008
"ENSMUSG00000012076",751.137549482137,0.0294501703799594,0.311503361344775,0.91816797051423,0.960360409488726,"Brms1l","protein_coding",42.17,52592,648.548733353118
"ENSMUSG00000012114",2489.2430577201,-0.180445576068845,0.269393787300934,0.488277188617205,0.620377848009191,"Med15","protein_coding",44.78,94112,2259.60282824792
"ENSMUSG00000012117",1178.6955007684,0.520540449506997,0.174186762551234,0.00241088766128172,0.00815468137304217,"Dhdds","protein_coding",46.25,67422,1234.20423825501
"ENSMUSG00000012123",635.278015351755,0.153449810130281,0.679314558863917,0.765088708185644,0.852547260062357,"Crybg2","protein_coding",51.73,230806,360.182956147606
"ENSMUSG00000012126",185.005361471505,-1.60688634733756,0.594649695559,0.001705820949332,0.00604871691912177,"Ubxn11","protein_coding",53.35,67586,211.77771523944
"ENSMUSG00000012187",1.37066609122268,0.160411999005946,1.02998120250599,0.497219467142128,NA,"Mogat1","protein_coding",45.41,68393,0.565331722212132
"ENSMUSG00000012211",12.6412456312813,-4.60374724603904,2.02140108693272,0.000886193571601808,0.00341960780123128,"Tex22","protein_coding",48.51,75671,21.9903875893816
"ENSMUSG00000012282",7.49459014355199,-5.47643610214389,3.28373270877512,0.0030356713165078,0.00994489352217159,"Wnt8a","protein_coding",50.38,20890,4.01694739778529
"ENSMUSG00000012296",1113.87928582613,0.109721340256839,0.541888339986461,0.81546310439044,0.889833339510848,"Tjap1","protein_coding",52.05,74094,778.160102354046
"ENSMUSG00000012350",730.107044606425,8.63786953262869,0.519073913944805,1.91444897069764e-60,8.62074031273005e-58,"Ehf","protein_coding",44.33,13661,627.150361815253
"ENSMUSG00000012396",62.1418816950035,-0.356712939199135,0.431586717319216,0.360594699958687,0.495595671371792,"Nanog","protein_coding",44.27,71950,52.3923217820391
"ENSMUSG00000012405",20158.311047431,0.698294456411321,0.325103934366376,0.0230330331560895,0.0559612445621101,"Rpl15","protein_coding",47.69,66480,20745.496055797
"ENSMUSG00000012422",2916.76899772671,0.408100592276093,0.19097548594112,0.0296043056869747,0.0688473964283849,"Tmem167","protein_coding",38.19,66074,3081.99558699841
"ENSMUSG00000012428",52.5803876787975,-0.520269996938502,0.546023178576829,0.260496944131715,0.387087696033037,"Steap4","protein_coding",40.35,117167,38.5194775790269
"ENSMUSG00000012429",976.950237531287,-0.0661151440798274,0.198458011515454,0.727743641187109,0.824145124741218,"Mplkip","protein_coding",40.27,66308,1016.66828632513
"ENSMUSG00000012443",3378.2515836415,2.55247604865821,0.21897782607501,2.56402146831819e-32,2.45905683945891e-30,"Kif11","protein_coding",40.53,16551,3457.47145304198
"ENSMUSG00000012483",442.68027698478,0.454771493069742,0.405207069134199,0.21796080395223,0.337636148303945,"Rpa3","protein_coding",37.25,68240,373.712548822855
"ENSMUSG00000012519",5.48253847742758,1.02568432057665,1.90944327903735,0.0197397891467131,0.0491865327939885,"Mlkl","protein_coding",44.72,74568,2.72402311392035
"ENSMUSG00000012520",0.933569105068917,-0.0176219795895244,1.01635625187393,0.982561464918007,NA,"Phox2b","protein_coding",49.56,18935,0
"ENSMUSG00000012535",4921.45582637462,0.42616896947467,0.292162578382631,0.129515221447401,0.225415244587187,"Tnpo3","protein_coding",39.9,320938,4726.18854756417
"ENSMUSG00000012609",909.624824144619,-0.639068750400375,0.288247145408565,0.0209466406367002,0.0516079784400948,"Ttll5","protein_coding",43.81,320244,1018.70860292328
"ENSMUSG00000012640",893.030227391621,-0.570410446553175,0.32977496517741,0.0666172380853882,0.134005879626867,"Zfp715","protein_coding",41.91,69930,803.222723716498
"ENSMUSG00000012705",3.51861031002923,-0.00400315018594168,0.910985228983182,0.987767018604566,0.992290917644682,"Retn","protein_coding",48.4,57264,2.87338662309182
"ENSMUSG00000012777",31.1553987374898,-0.348871073956327,0.880902656169688,0.483294454501183,0.615661299563112,"Acp4","protein_coding",55.11,100503991,21.0564667297224
"ENSMUSG00000012819",53.9737056915789,4.54063177796839,1.44889361356718,0.000144027731858254,0.000689580513374388,"Cdh23","protein_coding",50.79,22295,11.1449587434766
"ENSMUSG00000012848",20153.0970195771,0.074422840238712,0.277181281476864,0.784103090501151,0.867644631241404,"Rps5","protein_coding",47.71,20103,21612.700314068
"ENSMUSG00000012889",7.02298473746346,-0.0462440595491289,0.963678322225006,0.883978254114411,0.937432364159339,"Podnl1","protein_coding",55.12,244550,4.50088377077973
"ENSMUSG00000013033",7541.418458005,-0.228212566877346,0.266393620940793,0.3674616124479,0.502371232579674,"Adgrl1","protein_coding",54.88,330814,7889.82450046075
"ENSMUSG00000013076",11704.2244562442,0.00652900976672308,0.107465645563495,0.933926084684599,0.97080454009454,"Amotl1","protein_coding",47.06,75723,9959.77235370697
"ENSMUSG00000013089",7799.53988548341,2.61474476140795,0.263762197153656,3.69587604037767e-24,1.92792808519871e-22,"Etv5","protein_coding",46.37,104156,8752.60509361316
"ENSMUSG00000013091",2.126592422328,-0.0285589556713975,1.0152301288939,0.982570598412491,NA,"Tmem190","protein_coding",55.8,78052,0
"ENSMUSG00000013150",807.379828016961,0.0135527104171384,0.331180736997472,0.968692701190048,0.988610951599709,"Gfod2","protein_coding",46.06,70575,854.780384584242
"ENSMUSG00000013155",637.033917919985,0.924089608544523,0.184628293529975,3.54675977991443e-07,2.99724803062617e-06,"Enkd1","protein_coding",53.2,102124,645.126224644154
"ENSMUSG00000013158",0.177117708053854,-0.0154481397306444,1.01661739199066,0.982556878562398,NA,"4933405L10Rik","protein_coding",57.83,71046,0
"ENSMUSG00000013160",1060.82368594323,-0.270187505017122,0.184485578039324,0.135813888677899,0.234471868190027,"Atp6v0d1","protein_coding",46.34,11972,930.417209040059
"ENSMUSG00000013236",14215.1830379391,-0.203689408147816,0.198851651357151,0.281987160357688,0.411322543374558,"Ptprs","protein_coding",55.76,19280,15269.3306301782
"ENSMUSG00000013275",1258.67207948947,0.429068284239986,0.255551891921795,0.0834286785101185,0.159751346857854,"Slc41a1","protein_coding",51.39,98396,996.862726437211
"ENSMUSG00000013338",5.44668461693072,-0.031481794948362,1.01463551721922,0.977270862707825,0.988803473845868,"Fer1l4","protein_coding",50.46,74562,0
"ENSMUSG00000013353",48.6631061266115,-0.252338851389433,0.56608019517235,0.592010208883414,0.712967690410673,"4931406B18Rik","protein_coding",46.98,74054,36.1561957343236
"ENSMUSG00000013367",127.818466601154,-1.63592888107983,0.410067476032507,1.84972166289709e-05,0.000110833070027785,"Iglon5","protein_coding",52.08,210094,196.072095858615
"ENSMUSG00000013415",5430.62618494755,-0.38566705228835,0.183429005740129,0.0272399040801712,0.0643566325034993,"Igf2bp1","protein_coding",48.52,140486,5607.6404692075
"ENSMUSG00000013418",0.934138816060699,0.115548567321247,1.01875254978539,0.77294555885032,NA,"B4galnt2","protein_coding",46.44,14422,0.224862146450272
"ENSMUSG00000013419",1122.49666753939,0.391101257459764,0.223547561755211,0.0743014320619342,0.146142551803937,"Zfp651","protein_coding",58.86,270210,1428.42607115357
"ENSMUSG00000013465",1844.48027185503,-0.0755669398023988,0.218184037739953,0.717750021745159,0.816548183641132,"Nelfb","protein_coding",49.97,58202,2131.76447739725
"ENSMUSG00000013483",144.595510774293,-2.52043121801296,0.417771334925653,2.34402748742692e-10,3.25266934088013e-09,"Card14","protein_coding",50.88,170720,101.763587972655
"ENSMUSG00000013495",361.520498156801,-0.604638413861912,0.244827262706829,0.0107845850846779,0.0296001415634609,"Tmem175","protein_coding",44.01,72392,388.241796926786
"ENSMUSG00000013523",121.751699374365,4.33142038391706,1.04761903502547,1.27413891564254e-06,9.67106100273771e-06,"Bcas1","protein_coding",46.19,76960,151.451184662015
"ENSMUSG00000013539",1109.4942282041,-0.254154774128065,0.335178953892556,0.423671067154734,0.557893095884762,"Tango2","protein_coding",47.51,27883,1007.18218349475
"ENSMUSG00000013584",29.4023777396266,4.29251821685665,2.67279395369415,0.00232934206593686,0.00791082714905225,"Aldh1a2","protein_coding",42.11,19378,2.28528574832134
"ENSMUSG00000013593",3311.59715523182,0.888320070973182,0.169872873900232,1.09206953928634e-07,9.97488516687432e-07,"Ndufs2","protein_coding",49.3,226646,3582.84245611887
"ENSMUSG00000013611",56.0469563314976,-0.354124939338239,0.78966395786712,0.502737371930608,0.634068901830837,"Snx31","protein_coding",45.95,66696,10.8511645598163
"ENSMUSG00000013622",510.813639581256,-0.262902199726026,0.295790699617854,0.353624277049293,0.488055571697322,"Atraid","protein_coding",44.69,381629,451.58428825492
"ENSMUSG00000013629",6434.43421211502,1.42666109893024,0.293276167682168,3.05575338019275e-07,2.61349943069528e-06,"Cad","protein_coding",52.38,69719,6753.67578174032
"ENSMUSG00000013646",1095.77431266968,-0.191651221943664,0.204905513509355,0.339730711674002,0.473458058333843,"Sh3bp5l","protein_coding",48.6,79566,982.710070535952
"ENSMUSG00000013653",0.932809960975218,0.163981110751474,1.0327894254081,0.452862995043179,NA,"1810065E05Rik","protein_coding",46.95,69864,0.796098424540541
"ENSMUSG00000013662",2741.53719071893,-0.172975782197792,0.268304451900434,0.500404753538418,0.631732697905967,"Atad1","protein_coding",40.64,67979,3045.7509545112
"ENSMUSG00000013663",8890.24109364482,-0.649406425572937,0.154923969974392,1.88397885112657e-05,0.000112671603003068,"Pten","protein_coding",38.11,19211,9638.81735889833
"ENSMUSG00000013698",479.354330093737,-0.599428522932657,0.392366996925163,0.0982131510932494,0.181813306949944,"Pea15a","protein_coding",51.34,18611,613.277688976553
"ENSMUSG00000013701",2598.43267801242,1.11780867718621,0.236656643915569,1.18605314627752e-06,9.08107386093733e-06,"Timm23","protein_coding",40.6,53600,2445.15585398836
"ENSMUSG00000013707",7.66340076019625,0.706786171692673,1.21877790230167,0.119437857002825,0.211758973507609,"Tnfaip8l2","protein_coding",52.71,69769,7.82255842740004
"ENSMUSG00000013736",1276.89844548412,0.510783632330835,0.271299660517853,0.0507681827034507,0.10725623179226,"Trnt1","protein_coding",38.97,70047,1227.54720196946
"ENSMUSG00000013766",254.41544226033,0.349819906796848,0.444290586274492,0.376773142927183,0.511305229114979,"Ly6g6e","protein_coding",54.65,70274,23.0921271212526
"ENSMUSG00000013787",5414.61824710753,-0.151832776572288,0.2059042989138,0.447627494525534,0.580997581179473,"Ehmt2","protein_coding",54.75,110147,6144.08697026952
"ENSMUSG00000013822",1052.6003037379,0.765178273503419,0.133924527905842,7.69836427144182e-09,8.53961925869456e-08,"Elof1","protein_coding",51.72,66126,1143.50218144375
"ENSMUSG00000013833",2265.74548890881,0.566382247409245,0.220458798189866,0.00812191147036519,0.0231727421467779,"Med16","protein_coding",54.78,216154,2448.02609258424
"ENSMUSG00000013846",1753.37508994197,-0.221693731776893,0.215936489689084,0.291975480483996,0.422244286313697,"St3gal1","protein_coding",47.83,20442,2376.36303556271
"ENSMUSG00000013858",2454.95570017028,0.329457210643351,0.133589781676765,0.0129441544649528,0.0344532968479402,"Tmem259","protein_coding",59.68,216157,2652.05407043097
"ENSMUSG00000013878",695.722171812687,-1.1782912508284,0.18321959844573,6.06762152707594e-11,9.07629429728484e-10,"Rnf170","protein_coding",40.93,77733,802.007299212877
"ENSMUSG00000013921",2533.4173820245,-1.00389984540079,0.348624046644313,0.00216620928637607,0.00742665756829809,"Clip3","protein_coding",52.48,76686,2744.29645844555
"ENSMUSG00000013928",8.25054896010816,-0.0700593763030605,0.866982225342703,0.878037424386213,0.933851765310793,"1700020L13Rik","protein_coding",49.1,NA,5.42326158413143
"ENSMUSG00000013936",0.16318678028038,0.158506373860833,1.0280058651106,0.68353597416583,NA,"Myl2","protein_coding",51.67,17906,0.293736204504684
"ENSMUSG00000013973",1109.19075097828,-0.409287751322911,0.218939009131853,0.0549477068128787,0.114509628027654,"Dedd","protein_coding",46.98,21945,1215.51442493857
"ENSMUSG00000013974",0.177117708053854,-0.0154481397306442,1.01661739199066,0.982556878562398,NA,"Mcemp1","protein_coding",49.32,69189,0
"ENSMUSG00000013997",812.255558579372,-0.557088547332864,0.244945211504499,0.0191284736101779,0.0478966158631788,"Nit1","protein_coding",48.08,27045,773.67152907471
"ENSMUSG00000014030",2.42308048181694,-0.200839338097506,1.04828253565722,0.163099336181646,NA,"Pax5","protein_coding",49.09,18507,5.45193108408811
"ENSMUSG00000014039",1194.76564549841,-0.678651709127991,0.285080666728338,0.0124810898992069,0.0334002019189065,"Prdm15","protein_coding",47.08,114604,1314.81028060797
"ENSMUSG00000014074",1693.79601605249,0.617662562215744,0.184143049240368,0.000633662200142663,0.00255658539733282,"Rnf168","protein_coding",41.26,70238,1655.53300943328
"ENSMUSG00000014075",189.557868447359,0.184534554357697,0.32387313095508,0.549181743647229,0.676475525287315,"Dynlt2b","protein_coding",42.74,66061,206.946258018972
"ENSMUSG00000014077",2232.16668294209,0.0891218423116765,0.234208455236557,0.696276724942113,0.800027431241986,"Chp1","protein_coding",42.36,56398,1965.06749856697
"ENSMUSG00000014158",410.288296228135,1.20852037108189,0.315756926089466,5.66244188366944e-05,0.000301012171976942,"Trpv4","protein_coding",53.51,63873,180.679369655325
"ENSMUSG00000014164",177.860485122958,-1.46784581399507,0.330172712889396,3.0342469469656e-06,2.15308760236703e-05,"Klhl3","protein_coding",48.04,100503085,200.87565199232
"ENSMUSG00000014177",543.168728999271,0.0217823655442684,0.207523715158584,0.916391091165834,0.959577430768935,"Tvp23b","protein_coding",45.05,67510,538.693252697218
"ENSMUSG00000014195",4307.64924726334,-0.21942341509785,0.127558274607736,0.0805573569561936,0.155719417488069,"Dnajc7","protein_coding",45.63,56354,4245.8998646648
"ENSMUSG00000014198",93.6825773658818,-0.501530293935995,0.668969365129002,0.333409373528759,0.466626146093985,"Zfp385c","protein_coding",50.52,278304,32.8335367034234
"ENSMUSG00000014226",3420.51587368187,0.770068547857208,0.295925224361559,0.00606933157588936,0.018057959276759,"Cacybp","protein_coding",40.82,12301,3656.18691475269
"ENSMUSG00000014232",677.154563143645,-0.2793317870958,0.199237995069959,0.150562887255584,0.253888736806257,"Cluap1","protein_coding",44.48,76779,797.662453538596
"ENSMUSG00000014243",93.8151432704952,-0.217157813829874,0.453693910557738,0.592312590836739,0.713238559224936,"Zswim7","protein_coding",44.87,69747,91.9782781082466
"ENSMUSG00000014245",322.451418090297,-0.423116788128563,0.284470777995646,0.120381978522128,0.213063605585012,"Pigl","protein_coding",44.12,327942,332.25515988713
"ENSMUSG00000014294",965.496085939927,0.448601698336049,0.270738569328428,0.0853633219574712,0.162720518687875,"Ndufa2","protein_coding",44.61,17991,951.817870425447
"ENSMUSG00000014301",149.879818559907,-0.612200912285847,0.702556412871538,0.248408995079208,0.373271025565346,"Pam16","protein_coding",49.15,66449,112.964378702033
"ENSMUSG00000014303",1121.46241053298,-0.388325683395919,0.305003284055165,0.182886611444,0.294120005513521,"Glis2","protein_coding",53.04,83396,1038.78702775225
"ENSMUSG00000014313",4535.33370090618,0.126962873508265,0.38019771261114,0.702702856936936,0.804799751687819,"Cox6c","protein_coding",42.47,12864,3891.93868736641
"ENSMUSG00000014329",147.478808237273,-0.106299043626585,0.361711138947252,0.749738361667235,0.841105323415474,"Bicc1","protein_coding",44.11,83675,120.84174847684
"ENSMUSG00000014349",3788.0749848603,0.219597466788686,0.1792857994436,0.214761857846306,0.333611004756359,"Ube2z","protein_coding",45.02,268470,4089.71082954138
"ENSMUSG00000014353",1205.91311184819,-0.538677610288231,0.238193561978955,0.019682987609667,0.0490649159123335,"Tmem87b","protein_coding",41.68,72477,1219.33412352227
"ENSMUSG00000014355",7892.96479999788,0.546048106237377,0.193448762687257,0.00370040209667568,0.0117949115818221,"Anapc1","protein_coding",40.55,17222,8415.1276889278
"ENSMUSG00000014361",190.300139929442,-0.0623861303330071,0.242906092743682,0.796130971341952,0.875378020319502,"Mertk","protein_coding",44.58,17289,178.606008329911
"ENSMUSG00000014402",2735.41007679268,-0.226467830280952,0.169985494762048,0.171936510071226,0.280577711489857,"Tsg101","protein_coding",42.17,22088,2267.00387281965
"ENSMUSG00000014418",1034.1706497887,-1.30667692545994,0.231472807575521,7.0397395174e-09,7.85159076156291e-08,"Hps5","protein_coding",43.38,246694,1114.88675881686
"ENSMUSG00000014426",2651.94563596872,0.291080805268013,0.357215945930526,0.378714905938301,0.513297238182532,"Map3k4","protein_coding",47.58,26407,2434.80590053427
"ENSMUSG00000014444",2448.35932267823,0.0848056127235544,0.284925202404853,0.750893009278457,0.841925584415363,"Piezo1","protein_coding",53.71,234839,1748.74892845293
"ENSMUSG00000014470",656.350894159302,-0.268585475291391,0.2591238060868,0.281777133438224,0.411111966970244,"Rnf166","protein_coding",53.63,68718,698.078843831542
"ENSMUSG00000014496",2267.14408576957,0.376502264339634,0.222582737453252,0.0884087424662834,0.167450996068108,"Ankrd28","protein_coding",37.89,105522,2573.76380975766
"ENSMUSG00000014498",5073.7122053498,0.322746267935106,0.196470256542511,0.0879792863347065,0.166877892312246,"Ankrd52","protein_coding",52.45,237615,5551.43902467783
"ENSMUSG00000014503",142.030290442931,-1.12747275162893,0.954083326049402,0.0719031111898928,0.142506069255267,"Pkd2l2","protein_coding",44.65,53871,140.523540840933
"ENSMUSG00000014504",968.746607618624,0.442830007625001,0.257324774623592,0.0753816875055139,0.147620801204566,"Srp19","protein_coding",43.32,66384,960.608020446779
"ENSMUSG00000014543",0.0982837561161162,0.142534675901527,1.02265491773563,0.772934219670837,NA,"Klra17","protein_coding",39.42,170733,0.176910761009009
"ENSMUSG00000014547",1414.69264043472,-0.646435332399584,0.183116064271436,0.000327226788150548,0.00142921966494903,"Wdfy2","protein_coding",43.64,268752,1418.48773818775
"ENSMUSG00000014550",1407.18785099316,-0.249745218017931,0.291786466253876,0.37461364117702,0.509049929055689,"Rbsn","protein_coding",44.03,78287,1358.18442032336
"ENSMUSG00000014551",1299.41408293954,0.586850890567766,0.262032697999227,0.0216497330042612,0.0530130563218705,"Mrps25","protein_coding",45.53,64658,1431.02202167086
"ENSMUSG00000014554",421.490276172985,0.230117984705194,0.313510667673976,0.438269549796173,0.572645674444528,"Dguok","protein_coding",46.84,27369,360.588976098661
"ENSMUSG00000014592",2327.86448932327,0.257210531031544,0.403632802291437,0.474042186307814,0.606476260590015,"Camta1","protein_coding",48.85,100072,2048.32539101382
"ENSMUSG00000014599",211.478836735542,1.06515643578686,0.493503121752411,0.0140575800341389,0.0368898786872784,"Csf1","protein_coding",51.22,12977,249.22647160011
"ENSMUSG00000014601",2138.66796961918,-0.384569635336634,0.19338192269829,0.0426286349017605,0.092851157213274,"Strip1","protein_coding",48.79,229707,2034.09410929206
"ENSMUSG00000014602",1907.49084312295,-0.730814202399112,0.350853000377681,0.0264020437250983,0.06271507135629,"Kif1a","protein_coding",51.34,16560,2259.35803075459
"ENSMUSG00000014603",17.8461756883447,0.541186737671082,0.90115908952592,0.313346647863383,0.445007340255772,"Alx3","protein_coding",54.13,11694,2.83856530306926
"ENSMUSG00000014606",1760.58550538296,-0.105745921313159,0.191880054509563,0.569172630278839,0.69349201442166,"Slc25a11","protein_coding",54.2,67863,1797.47591720259
"ENSMUSG00000014609",2.87677321719839,-0.247730691873876,1.05348227732893,0.4522240257102,0.585519140024443,"Chrne","protein_coding",54.57,11448,0.606012740961436
"ENSMUSG00000014633",487.582015008758,0.344145234436737,0.208531871605025,0.0921368206905225,0.172893856740577,"Cmc2","protein_coding",45.7,66531,546.229112161785
"ENSMUSG00000014668",1480.34069211991,-0.815063649241429,0.182976921898086,5.59116375776696e-06,3.74112243588375e-05,"Chfr","protein_coding",42.9,231600,1316.50161474443
"ENSMUSG00000014686",0.188124375611823,-0.0155129865259374,1.016608257748,0.982557031887135,NA,"Ceacam16","protein_coding",53.31,330483,0
"ENSMUSG00000014704",9.73506080583974,-0.697190856661632,1.11672359406412,0.175606902100357,0.28535346763819,"Hoxa2","protein_coding",49.65,15399,10.519434773433
"ENSMUSG00000014725",18.8389425531373,-0.599611934490187,0.701246347546209,0.259235114806977,0.385635164244197,"Adam28","protein_coding",38.85,13522,13.4116924248941
"ENSMUSG00000014747",4.94645423522013,-0.336579585379791,1.10245976673369,0.0724439414502518,0.143254159994087,"Ankrd53","protein_coding",52.33,75305,6.01532840994362
"ENSMUSG00000014748",1708.11141241056,0.691159003482328,0.20722345611872,0.000655431302404792,0.00263172961240337,"Tex261","protein_coding",52.97,21766,1990.40809689705
"ENSMUSG00000014763",1717.48671805136,-0.581740082822544,0.118043675489896,7.30678332885575e-07,5.79694563625807e-06,"Fam120b","protein_coding",45.75,67544,1721.94710506614
"ENSMUSG00000014767",1280.91433780532,0.393108308861655,0.255988420787725,0.112696044551354,0.202654781676624,"Tbp","protein_coding",41.5,21374,1343.90265563072
"ENSMUSG00000014769",3590.03785440198,0.426614138030029,0.252880264711355,0.0816650557112044,0.157244331447995,"Psmb1","protein_coding",44.9,19170,3632.57895912937
"ENSMUSG00000014771",561.419671169884,0.174695993981259,0.283127090730173,0.523491797661167,0.653087937813871,"Pdcd2","protein_coding",42.44,18567,665.217383591547
"ENSMUSG00000014773",2815.29563868283,6.67242081269462,0.268259556649869,1.00737263547887e-138,6.18325323656929e-135,"Dll1","protein_coding",53.76,13388,4479.21743776203
"ENSMUSG00000014776",71.438621648263,-0.497827407131272,0.634285281669332,0.322869508931044,0.455300898870903,"Nol3","protein_coding",53.41,78688,70.9468476317991
"ENSMUSG00000014778",116.525416627447,0.19512027954179,0.482837317485994,0.64660617049503,0.759834462252424,"Fhod1","protein_coding",52.73,234686,116.609068132774
"ENSMUSG00000014782",5.23102941250627,0.559409917427797,1.22265863711043,0.0593463040572047,0.122019075804976,"Plekhg4","protein_coding",55.22,102075,7.55862978321158
"ENSMUSG00000014786",29.2899681767256,1.27311690138234,0.979078822887901,0.0454214880412366,0.097997789935693,"Slc9a5","protein_coding",50.27,277973,38.8908393511592
"ENSMUSG00000014791",358.773244515938,0.330231869621295,0.353721060662111,0.318137415189007,0.450110054805254,"Elmo3","protein_coding",55.7,234683,220.974341885017
"ENSMUSG00000014813",2849.41606683073,-2.78639190459423,0.199267430609388,2.83367483796282e-45,6.77653096964251e-43,"Stc1","protein_coding",44.19,20855,4036.5560594286
"ENSMUSG00000014837",553.57915906463,-1.35033720296442,0.278175817915301,4.74010063343514e-07,3.91760381795667e-06,"4931428F04Rik","protein_coding",50.9,74356,607.504207190246
"ENSMUSG00000014846",223.356188285821,2.65041614049879,0.611810103359059,NA,NA,"Tppp3","protein_coding",56.27,67971,306.662039811972
"ENSMUSG00000014850",1480.64035851112,-0.27886802198425,0.158162548314956,0.0727114848651909,0.143598164125657,"Msh3","protein_coding",42.68,17686,1559.62980365787
"ENSMUSG00000014852",1265.54996741659,-0.107119254282092,0.827291392596906,0.814746563871635,0.889314951223017,"Adamts13","protein_coding",49.5,279028,1180.08082819349
"ENSMUSG00000014856",359.710029651322,-0.158638085595608,0.234545555845326,0.483265966627845,0.615661299563112,"Tmem208","protein_coding",52.83,66320,380.878794252618
